community_note,created_at,edits_remaining,favorite_count,full_text,has_card,has_community_notes,hashtags,id,in_reply_to,is_quote_status,is_translatable,lang,media,place,poll,possibly_sensitive,quote,quote_count,reply_count,retweet_count,retweeted_tweet,thumbnail_title,thumbnail_url,urls,user,view_count,view_count_state
None,Tue Oct 01 20:11:32 +0000 2024,5,0,@Mike_Pence South Africa is Neutral https://t.co/A9qJZ15Oic,False,None,,1841209354222964844,1841151136713117928,False,False,en,https://pbs.twimg.com/media/GY1KJB-X0AE24v3.jpg,None,None,False,None,0,0,0,None,None,None,None,1743684669407744001,41,EnabledWithCount
None,Sun Sep 29 02:00:00 +0000 2024,5,1001,"The San peoples, aka the ""Bushmen"", are various indigenous hunter-gatherer groups of Southern Africa

Two of them, with only a stick, demonstrate how humans can keep wildlife under control even without technology.
https://t.co/Acw1fLvVyG",False,None,,1840209886010818796,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1671480018994876417/pu/img/1ULFwIMNuf9TNaIn.jpg,None,None,False,None,7,83,113,None,None,None,None,177101260,265759,EnabledWithCount
None,Tue Oct 01 15:32:00 +0000 2024,5,5640,Who else thinks the CBS Debate Moderators will try and interfere with the 2024 Election ? https://t.co/w9MZm2Mqto,False,None,,1841139006027014170,None,False,False,en,https://pbs.twimg.com/media/GYzKhU5bQAIjq1f.jpg,None,None,False,None,92,1565,741,None,None,None,None,1663701168839872512,81358,EnabledWithCount
None,Wed Oct 02 19:40:40 +0000 2024,5,555,BREAKING NEWS: Judge Chutkan drops a BOMBSHELL! Special Counsel Jack Smith's explosive 165-page filing exposing the evidence against Trump in the DC election fraud case is now PUBLIC! This could be a game-changer!,False,None,,1841563974996783309,None,False,False,en,https://pbs.twimg.com/media/GY6Mo3OX0AApD55.jpg,None,None,False,None,19,89,230,None,None,None,None,133938408,11492,EnabledWithCount
None,Thu Sep 19 13:58:57 +0000 2024,5,42199,"Oops, looks like I pissed off the New York Times and CNN

They found out I was in Trump’s “social media war room” during the debate and called me an “election denialist and vaccine skeptic”

But my biggest ‘crime’ was saying the moderators helped Kamala

I regret nothing! https://t.co/TnBriAwkfz",False,None,,1836766933389037813,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1836766872559026176/img/6veyszQnU6smxS6M.jpg,None,None,False,None,131,934,9161,None,None,None,None,875856268056969216,1840773,EnabledWithCount
None,Sun Sep 29 17:01:08 +0000 2024,5,171360,"Made my freedom heard. Voting early took me 20 mins—no excuses. Freedom isn’t something we just talk about; it’s something we act on. Do your part, get out there, and vote. Your voice matters, and this election’s too important to sit out https://t.co/Ey2a7M5nP4 #VoteEarly #LoveAmericaAgain",False,None,"VoteEarly,LoveAmericaAgain",1840436661143937304,None,False,False,en,"https://pbs.twimg.com/amplify_video_thumb/1840436565656440833/img/Hqotqg5_5IeVZKVj.jpg,https://pbs.twimg.com/media/GYqLTi7WEAEjHT_.jpg",None,None,False,None,1776,10806,22634,None,None,None,http://vote.gov,323120520,9023700,EnabledWithCount
None,Wed Oct 02 01:45:40 +0000 2024,5,152752,Tim Walz just lost the election. There’s no recovering from this fumble. Wow. This is so bad. https://t.co/VxaR0lDOi4,False,None,,1841293440480395465,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841293282275401729/img/5TyPSi0iFQlzVZ3R.jpg,None,None,False,None,1864,5802,20931,None,None,None,None,1326229737551912960,14239787,EnabledWithCount
None,Thu Sep 26 22:09:21 +0000 2024,5,26890,"Harris with Zelensky at our White House! 
Two dictators that got zero votes from their citizens because they had zero elections. He canceled his to remain in power. 

Where’s Biden? https://t.co/EUCOBTR4UK",False,None,,1839427065537614141,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1839426992497950720/img/2Dw4T7cqurvYoPIs.jpg,None,None,False,None,289,1125,8835,None,None,None,None,1329171068196622337,875984,EnabledWithCount
None,Fri Sep 27 18:29:58 +0000 2024,5,1,Here’s my guess for Prez election results. https://t.co/DXUmxRxC4q,False,None,,1839734242776911921,None,False,False,en,https://pbs.twimg.com/media/GYgMiesXgAAX9SO.jpg,None,None,False,None,0,0,0,None,None,None,None,1716183743445028864,173,EnabledWithCount
None,Sat Sep 28 08:31:09 +0000 2024,5,25259,The most important election in history. https://t.co/JWFQpW4MOQ,False,None,,1839945931573051517,None,False,False,en,https://pbs.twimg.com/media/GYjNEiGWAAA7uvN.jpg,None,None,False,None,112,578,4820,None,None,None,None,1446231057259433988,587241,EnabledWithCount
None,Mon Sep 23 17:49:07 +0000 2024,5,38119,"Fraud in plain sight!

And Democrats said there was no election fraud... https://t.co/mSyIESfgUh",False,None,,1838274410135859618,None,False,False,en,https://pbs.twimg.com/media/GYLctWQWUAAmsRv.jpg,None,None,False,None,595,2164,19495,None,None,None,None,1607876287812767745,642494,EnabledWithCount
None,Wed Oct 02 12:31:25 +0000 2024,5,26159,BREAKING: Kamala Harris’ campaign just released their first ad taking on JD Vance’s inability to say Donald Trump lost the 2020 election. Retweet to make sure every American sees this ad.  https://t.co/kOMKt3SlVi,False,None,,1841455947379609987,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1841445882731900928/pu/img/vc3tan_QGdfFw9s5.jpg,None,None,False,None,335,851,11180,None,None,None,None,1486069441259397125,653075,EnabledWithCount
None,Wed Oct 02 02:33:45 +0000 2024,5,1617,"Fact: this is not the #VPDebate that Democrats wanted.  

They lost. 

They know it. 
 
If the election hinged on this debate, Trump is going to crush Harris. 

#VPJD!

#txlege @realDonaldTrump https://t.co/5A8pTPB87N",False,None,"VPDebate,VPJD,txlege",1841305539751342538,None,False,False,en,https://pbs.twimg.com/media/GY2hoI4WEAAxw3I.jpg,None,None,False,None,11,84,320,None,None,None,None,62678998,54088,EnabledWithCount
None,Sun Sep 29 16:36:01 +0000 2024,5,3725,"And here is, 

the Arizona Senate Audit of the 2020 election, CONFIRMS BEYOND THE SHADOW OF A DOUBT

Katie Hobbs and her co-conspirator Adrian Fontes utilizing their single greatest crime of 2020 and 2022 for the 2024 presidential elections, 

25% of all 2020 mail-in-ballots equaling 420,987 ballots out of 1.9 million,  CONFIRMED to have NO signature match whatsoever. And this is just in Maricopa County alone.

Meaning, 
Rigged voter rolls + Mail in ballots + Illegal Aliens = criminal conspiracy to overthrow the United States government,",False,None,,1840430341913444355,None,False,False,en,"https://pbs.twimg.com/amplify_video_thumb/1840430183284961280/img/Ni4LKGNgEPLWOXkG.jpg,https://pbs.twimg.com/amplify_video_thumb/1840430183289126912/img/hs_Do6tWB0yBpJht.jpg,https://pbs.twimg.com/amplify_video_thumb/1840430183268106240/img/WRdEHnSrpH7ZecZf.jpg",None,None,False,None,87,131,2520,None,None,None,None,1499556521457303555,48749,EnabledWithCount
None,Tue Oct 01 12:08:43 +0000 2024,5,33402,Feels important to note that the president of the union leading the port strike has a long-standing relationship with Trump and is causing major damage to a roaring economy five weeks before the election. https://t.co/NO0ve33P54,False,None,,1841087847631143119,None,False,False,en,https://pbs.twimg.com/media/GYzbo72XwAE2N1a.jpg,None,None,False,None,1831,5378,15308,None,None,None,None,19800430,4196850,EnabledWithCount
None,Fri Sep 27 19:56:20 +0000 2024,5,1706,"NO ONE  is talking about American seaport workers are planning to go on strike on October 1?!

America will lose $5 Billion per day!
Oil, medicines, and food would dry up within days!! 

Kamala is about to start CHAOS before an Election!! https://t.co/ELaXNsGioH",False,None,,1839755975131312485,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1839755809141522432/img/VOR6sIcKwnpwKe0L.jpg,None,None,False,None,39,66,798,None,None,None,None,832978972602429440,77182,EnabledWithCount
None,Tue Sep 24 13:15:43 +0000 2024,5,12763,"Hillary Clinton on what should be done to Trump supporters after the election:

""We need to deprogram them"" https://t.co/vvFBr1vc0V",False,None,,1838567994055606574,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1838566134427127808/pu/img/7Z-OB36TIIv1veyU.jpg,None,None,False,None,708,4329,3853,None,None,None,None,1552795969959636992,672689,EnabledWithCount
None,Wed Oct 02 02:42:16 +0000 2024,5,38459,"WOW!  Tim Walz just asked J.D. Vance straight up if Trump lost the 2020 election and Vance refused to answer. 

This is the clip that will be replayed over and over again this next week. Well played! https://t.co/07fqrmkqax",False,None,,1841307682545762604,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841307615340457986/img/_Hh7jwkXVdguyECV.jpg,None,None,False,None,329,2299,10366,None,None,None,None,133938408,1547544,EnabledWithCount
None,Wed Oct 02 09:41:46 +0000 2024,5,2157,"@MSNBC Yea? And millions of other people don't think Trump lost the 2020 election either....

Still can't tell us why they magically stopped counting in battleground states, only to resume in private and come out with a completely different result, can ya you shills? https://t.co/vgx3xMobCP",False,None,,1841413256684196000,1841316443998097853,False,False,en,https://pbs.twimg.com/media/GY4DmQKagAAbPWC.jpg,None,None,False,None,23,136,612,None,None,None,None,317385247,59519,EnabledWithCount
None,Wed Sep 25 00:54:45 +0000 2024,5,40638,"Chappell Roan clarifies her stance on the 2024 Presidential Election in new video.
 https://t.co/25OEx0RawF",False,None,,1838743911314936260,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1838739857595682816/pu/img/YPpL1oC2v02fKzCA.jpg,None,None,False,None,3518,1902,1876,None,None,None,None,4429003533,18783336,EnabledWithCount
None,Fri Sep 27 04:15:43 +0000 2024,5,4638,"Election results based on household with vs. without guns is very funny.

Vermont and West Virginia being the odd ducks here. https://t.co/N0fYv47OKT",False,None,,1839519263956037931,None,False,False,en,https://pbs.twimg.com/media/GYdI1_WakAAOhWd.jpg,None,None,False,None,66,61,124,None,None,None,None,1225449881982177280,773447,EnabledWithCount
None,Wed Oct 02 17:33:22 +0000 2024,5,7,"Given Trump’s age, this may be an election where the vice-president picks matter significantly. Prediction markets seem to agree. Polymarket’s response to the Vance-Walz debate. (The movement may reflect also the effects of escalation in the Middle East). https://t.co/F5DmEqJTPu",False,None,,1841531935933296710,None,False,False,en,https://pbs.twimg.com/media/GY5viNObYAAwwjk.jpg,None,None,False,None,0,1,0,None,None,None,None,751644712570847236,1601,EnabledWithCount
None,Wed Oct 02 19:44:21 +0000 2024,5,48,"BREAKING: Special counsel Jack Smith has filed a bombshell court filing outlining new details of former Pres. Trump's ""increasingly desperate"" efforts to overturn his 2020 election loss. https://t.co/d3NAMCbsFq",True,None,,1841564898519576997,None,False,False,en,None,None,None,False,None,3,28,24,None,Bombshell special counsel filing includes new allegations of Trump's 'increasingly desperate'...,https://pbs.twimg.com/card_img/1840649018336034816/Z7h1PPH7?format=jpg&name=orig,https://trib.al/Jlh92dr,28785486,8189,EnabledWithCount
None,Mon Sep 23 20:33:16 +0000 2024,5,21712,"Do you think Dems. have plans to rig 2024 election? 

A. YES 
B. NO https://t.co/w3OMgiPZCK",False,None,,1838315718041047320,None,False,False,en,https://pbs.twimg.com/media/GYMCZY6akAEhC9g.jpg,None,None,False,None,545,15927,2850,None,None,None,None,1787070764858142720,473626,EnabledWithCount
"{'id': '1840755913092641135', 'text': 'Although micro hurricanes have been created in a laboratory environment, hurricanes of this magnitude are impossible to create with current technology, and even attempts to weaken hurricanes have proven futile.\n\npolitifact.com/factchecks/202…\n\nsciencealert.com/scientists-hav…\n\nen.m.wikipedia.org/wiki/Project_S…\n\nphys.org/news/2022-09-a…\n\nvlab.noaa.gov/web/nws-herita…\n\n'}",Sat Sep 28 19:12:15 +0000 2024,5,30621,"Don’t worry guys, weather modification isn’t real! It’s just a coincidence that Hurricane Helene is one of the most devastating “inland damage storms” in history and that hundreds of pro-Trump counties are being massively impacted during the most important election of our lifetimes.

Obviously the elites would never be evil enough to create hurricanes designed to interfere with “democracy”… Pay no attention to the storms currently brewing in the Atlantic either! You can ask any mainstream scientist and they will tell you that it isn’t even possible to create those or target them at certain areas.

Just stay silent. No need to vote or expose anything. You wouldn't want to be called a conspiracy theorist right? Couldn’t have that. So please ignore your own eyes and don’t share this post or investigate further.",False,None,,1840107271520694464,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1840106786403016704/img/y6vDwqhzIhfZVc8j.jpg,None,None,False,None,2925,6562,10091,None,None,None,None,805532293951606785,11823850,EnabledWithCount
None,Wed Oct 02 04:18:10 +0000 2024,5,84834,"Former RNC Chair: I don't care where you are on policy. If you cannot answer whether Trump lost the 2020 election, you are unfit for office https://t.co/uJ109QfjmU",False,None,,1841331820014469505,None,False,False,en,https://pbs.twimg.com/media/GY25g6YXAAAvHHb.jpg,None,None,False,None,594,1947,19395,None,None,None,None,3315264553,1834998,EnabledWithCount
None,Wed Oct 02 03:10:52 +0000 2024,5,49878,BREAKING: The media is slamming JD Vance for being totally unable to admit that Donald Trump lost the 2020 election. This is the coverage that will swing voters. Retweet so every American sees this.  https://t.co/pGC5KB8LBX,False,None,,1841314881489793216,None,False,False,en,https://pbs.twimg.com/media/GY2pgwJW4AA6N-X.jpg,None,None,False,None,275,2065,20221,None,None,None,None,1486069441259397125,1271831,EnabledWithCount
None,Wed Oct 02 11:55:02 +0000 2024,5,10380,"I'm going to post this video every day until the election

 https://t.co/TqGjORZsFP",False,None,,1841446791436284059,None,False,False,en,https://pbs.twimg.com/ext_tw_video_thumb/1765456522656518144/pu/img/07jToxQ4JKqt2RFr.jpg,None,None,False,None,180,305,5754,None,None,None,https://x.com/daveryder/status/1765456625219834221/video/1,24113137,75406,EnabledWithCount
None,Wed Oct 02 01:12:10 +0000 2024,None,949,10 minutes in and Walz is no longer the favorite to win the debate. Vance is crushing him. https://t.co/4qzx0Maa0y,False,None,,1841285008440311856,None,False,False,en,https://pbs.twimg.com/media/GY2O4HIWIAAsgqb.jpg,None,None,False,None,10,18,112,None,None,None,None,1344196888552075265,21913,EnabledWithCount
None,Wed Oct 02 02:39:56 +0000 2024,5,20608,"Walz: Trump is still saying he didn't lose the election. Did he lose the 2020 election?

Vance: Did Kamala Harris censor Americans? 

Walz: That is a damning nonanswer. https://t.co/f59Q8H1BA4",False,None,,1841307097457439107,None,False,False,en,https://pbs.twimg.com/amplify_video_thumb/1841307063756173313/img/Kghzj8ZOjqkPTP4_.jpg,None,None,False,None,297,443,3586,None,None,None,None,16635277,2043859,EnabledWithCount
